PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Effective_Price,Spend_USD,Period,NAICS6,EF_kg_per_USD,EF_missing_initial,EF_imputed,Emissions_tCO2e,Method,Data_Quality
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,,Yes,50.86,51368.6,2023,453210,0.163,False,False,8.3730818,Spend-based,Secondary
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,101.02,183048.24,2023,453210,0.163,False,False,29.836863119999997,Spend-based,Secondary
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,50.0,33100.0,2022,453210,0.163,False,False,5.3953,Spend-based,Secondary
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,67.74,46876.079999999994,2023,325199,1.51,False,False,70.7828808,Spend-based,Secondary
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,28.08,51723.35999999999,2022,333999,0.26,False,False,13.448073599999997,Spend-based,Secondary
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,,Yes,22.23,28698.93,2023,322211,0.49,False,False,14.062475699999998,Spend-based,Secondary
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,18.79,10372.08,2022,334111,0.112,False,False,1.1616729600000002,Spend-based,Secondary
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,25.61,20897.76,2023,334111,0.112,False,False,2.3405491199999995,Spend-based,Secondary
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,21.81,9749.07,2022,322211,0.49,False,False,4.777044299999999,Spend-based,Secondary
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,,Yes,70.14,64528.8,2023,322211,0.49,False,False,31.619112,Spend-based,Secondary
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,25.08,21167.519999999997,2022,322211,0.49,False,False,10.372084799999998,Spend-based,Secondary
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,36.45,16110.900000000001,2022,333999,0.26,False,False,4.188834000000001,Spend-based,Secondary
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,53.04,57707.52,2022,333999,0.26,False,False,15.0039552,Spend-based,Secondary
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,64.69,124916.39,2022,453210,0.163,False,False,20.36137157,Spend-based,Secondary
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,25.09,40821.43,2022,334111,0.112,False,False,4.572000160000001,Spend-based,Secondary
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,,No,27.21,25604.61,2022,322211,0.49,False,False,12.546258900000002,Spend-based,Secondary
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,,Yes,12.79,19619.859999999997,2023,333999,0.26,False,False,5.101163599999999,Spend-based,Secondary
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,24.52,43253.28,2022,325199,1.51,False,False,65.3124528,Spend-based,Secondary
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,,No,31.46,51846.08,2022,334111,0.112,False,False,5.80676096,Spend-based,Secondary
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,24.06,21966.78,2023,322211,0.49,False,False,10.763722199999998,Spend-based,Secondary
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,21.06,27672.839999999997,2023,453210,0.163,False,False,4.51067292,Spend-based,Secondary
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,45.19,27701.469999999998,2022,333999,0.26,False,False,7.2023822,Spend-based,Secondary
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,26.63,28494.1,2022,453210,0.163,False,False,4.6445383,Spend-based,Secondary
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,42.76,6200.2,2023,325199,1.51,False,False,9.362302,Spend-based,Secondary
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,54.95,108416.35,2023,325199,1.51,False,False,163.70868850000002,Spend-based,Secondary
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,73.08,132055.56,2023,453210,0.163,False,False,21.52505628,Spend-based,Secondary
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,12.51,6680.34,2022,334111,0.112,False,False,0.74819808,Spend-based,Secondary
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,75.48,111710.40000000001,2022,334111,0.112,False,False,12.511564800000002,Spend-based,Secondary
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,62.38,17466.4,2023,453210,0.163,False,False,2.8470232000000006,Spend-based,Secondary
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,90.2,155865.6,2023,334111,0.112,False,False,17.456947200000002,Spend-based,Secondary
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,84.78,105466.32,2022,333999,0.26,False,False,27.421243200000003,Spend-based,Secondary
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,15.56,9180.4,2023,453210,0.163,False,False,1.4964051999999999,Spend-based,Secondary
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,33.33,36962.97,2023,322211,0.49,False,False,18.1118553,Spend-based,Secondary
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,82.55,47383.7,2022,333999,0.26,False,False,12.319761999999999,Spend-based,Secondary
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,76.59,94435.47,2024,453210,0.163,False,False,15.392981610000001,Spend-based,Secondary
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,25.59,48928.08,2022,322211,0.49,False,False,23.9747592,Spend-based,Secondary
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,27.76,49190.72,2023,322211,0.49,False,False,24.1034528,Spend-based,Secondary
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,41.9,55140.4,2023,453210,0.163,False,False,8.987885200000001,Spend-based,Secondary
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,,Yes,58.08,67314.72,2023,453210,0.163,False,False,10.972299360000001,Spend-based,Secondary
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,67.5,126157.5,2023,453210,0.163,False,False,20.5636725,Spend-based,Secondary
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,,Yes,42.87,26879.489999999998,2023,322211,0.49,False,False,13.170950099999999,Spend-based,Secondary
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,12.33,20307.51,2022,453210,0.163,False,False,3.3101241299999997,Spend-based,Secondary
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,,Yes,30.46,32348.52,2022,333999,0.26,False,False,8.4106152,Spend-based,Secondary
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,,No,69.76,48483.200000000004,2022,453210,0.163,False,False,7.902761600000001,Spend-based,Secondary
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,,Yes,86.97,73489.65,2022,333999,0.26,False,False,19.107308999999997,Spend-based,Secondary
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,52.51,57813.509999999995,2022,333999,0.26,False,False,15.0315126,Spend-based,Secondary
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,49.84,84379.12000000001,2022,325199,1.51,False,False,127.41247120000001,Spend-based,Secondary
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,,Yes,50.42,71243.46,2023,325199,1.51,False,False,107.57762460000001,Spend-based,Secondary
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,58.54,109528.34,2022,322211,0.49,False,False,53.6688866,Spend-based,Secondary
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,30.5,42822.0,2023,325199,1.51,False,False,64.66122,Spend-based,Secondary
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,34.11,58430.43,2022,334111,0.112,False,False,6.54420816,Spend-based,Secondary
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,43.41,68544.39,2022,334111,0.112,False,False,7.676971679999999,Spend-based,Secondary
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,11.72,16654.120000000003,2022,334111,0.112,False,False,1.8652614400000003,Spend-based,Secondary
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,37.37,57774.02,2023,333999,0.26,False,False,15.0212452,Spend-based,Secondary
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,,Yes,29.36,38285.44,2023,334111,0.112,False,False,4.28796928,Spend-based,Secondary
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,35.47,8477.33,2022,325199,1.51,False,False,12.8007683,Spend-based,Secondary
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,,Yes,20.83,27037.339999999997,2022,453210,0.163,False,False,4.40708642,Spend-based,Secondary
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,81.56,118914.48000000001,2022,333999,0.26,False,False,30.917764800000004,Spend-based,Secondary
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,59.11,85709.5,2022,333999,0.26,False,False,22.284470000000002,Spend-based,Secondary
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,63.86,86594.16,2022,334111,0.112,False,False,9.69854592,Spend-based,Secondary
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,71.86,49008.52,2022,322211,0.49,False,False,24.014174799999996,Spend-based,Secondary
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,55.29,37431.33,2023,322211,0.49,False,False,18.3413517,Spend-based,Secondary
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,16.55,16914.100000000002,2022,453210,0.163,False,False,2.7569983000000007,Spend-based,Secondary
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,57.13,103862.34000000001,2022,325199,1.51,False,False,156.83213340000003,Spend-based,Secondary
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,63.8,84981.59999999999,2023,334111,0.112,False,False,9.517939199999999,Spend-based,Secondary
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,77.67,111223.44,2023,325199,1.51,False,False,167.94739439999998,Spend-based,Secondary
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,22.44,34310.76,2023,322211,0.49,False,False,16.8122724,Spend-based,Secondary
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,31.8,47191.200000000004,2022,334111,0.112,False,False,5.2854144000000005,Spend-based,Secondary
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,45.61,31835.78,2023,322211,0.49,False,False,15.5995322,Spend-based,Secondary
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,58.34,102095.0,2023,453210,0.163,False,False,16.641485,Spend-based,Secondary
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,,No,37.21,48298.58,2022,453210,0.163,False,False,7.87266854,Spend-based,Secondary
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,96.37,182332.04,2023,322211,0.49,False,False,89.3426996,Spend-based,Secondary
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,60.64,79256.48,2023,334111,0.112,False,False,8.87672576,Spend-based,Secondary
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,29.01,21264.33,2022,334111,0.112,False,False,2.38160496,Spend-based,Secondary
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,18.82,13418.66,2022,322211,0.49,False,False,6.5751434,Spend-based,Secondary
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,23.45,44555.0,2022,322211,0.49,False,False,21.83195,Spend-based,Secondary
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,22.25,38826.25,2023,453210,0.163,False,False,6.32867875,Spend-based,Secondary
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,26.62,44748.22,2022,453210,0.163,False,False,7.293959860000001,Spend-based,Secondary
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,36.96,57103.200000000004,2023,334111,0.112,False,False,6.3955584000000005,Spend-based,Secondary
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,25.96,33903.76,2023,325199,1.51,False,False,51.194677600000006,Spend-based,Secondary
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,84.3,148789.5,2023,325199,1.51,False,False,224.672145,Spend-based,Secondary
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,56.09,106739.27,2023,322211,0.49,False,False,52.302242299999996,Spend-based,Secondary
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,,No,47.87,75155.9,2023,333999,0.26,False,False,19.540534,Spend-based,Secondary
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,,No,93.35,45834.85,2023,333999,0.26,False,False,11.917061,Spend-based,Secondary
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,20.17,12364.210000000001,2022,334111,0.112,False,False,1.3847915200000003,Spend-based,Secondary
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,43.94,58923.53999999999,2022,325199,1.51,False,False,88.97454539999998,Spend-based,Secondary
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,89.38,141488.53999999998,2023,333999,0.26,False,False,36.787020399999996,Spend-based,Secondary
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,82.72,120688.48,2022,333999,0.26,False,False,31.379004799999997,Spend-based,Secondary
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,31.87,46530.200000000004,2022,453210,0.163,False,False,7.584422600000001,Spend-based,Secondary
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,24.78,29389.08,2022,322211,0.49,False,False,14.4006492,Spend-based,Secondary
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,100.69,170971.62,2023,333999,0.26,False,False,44.4526212,Spend-based,Secondary
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,55.7,55755.700000000004,2023,334111,0.112,False,False,6.2446384,Spend-based,Secondary
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,54.11,62442.94,2022,453210,0.163,False,False,10.17819922,Spend-based,Secondary
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,78.76,12759.12,2022,453210,0.163,False,False,2.07973656,Spend-based,Secondary
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,24.13,1230.6299999999999,2022,322211,0.49,False,False,0.6030087,Spend-based,Secondary
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,39.1,27018.100000000002,2023,453210,0.163,False,False,4.4039503,Spend-based,Secondary
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,45.75,12306.75,2022,453210,0.163,False,False,2.00600025,Spend-based,Secondary
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,30.06,27174.239999999998,2023,325199,1.51,False,False,41.0331024,Spend-based,Secondary
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes,19.65,35546.85,2023,453210,0.163,False,False,5.79413655,Spend-based,Secondary
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes,58.95,76517.1,2022,322211,0.49,False,False,37.493379,Spend-based,Secondary
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,34.79,15098.859999999999,2022,322211,0.49,False,False,7.398441399999999,Spend-based,Secondary
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,65.28,96353.28,2023,334111,0.112,False,False,10.79156736,Spend-based,Secondary
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,24.81,42449.909999999996,2023,325199,1.51,False,False,64.09936409999999,Spend-based,Secondary
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,47.68,57359.04,2022,322211,0.49,False,False,28.1059296,Spend-based,Secondary
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes,52.22,58799.72,2022,334111,0.112,False,False,6.58556864,Spend-based,Secondary
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,13.06,22946.420000000002,2022,322211,0.49,False,False,11.243745800000001,Spend-based,Secondary
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,36.28,28262.120000000003,2022,333999,0.26,False,False,7.348151200000001,Spend-based,Secondary
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,22.57,39384.65,2023,453210,0.163,False,False,6.419697950000001,Spend-based,Secondary
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,15.8,28171.4,2023,325199,1.51,False,False,42.53881400000001,Spend-based,Secondary
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,93.3,138923.69999999998,2023,453210,0.163,False,False,22.6445631,Spend-based,Secondary
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes,35.25,10434.0,2022,453210,0.163,False,False,1.700742,Spend-based,Secondary
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,80.8,71508.0,2023,333999,0.26,False,False,18.592080000000003,Spend-based,Secondary
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No,67.64,17045.28,2022,453210,0.163,False,False,2.77838064,Spend-based,Secondary
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,55.92,9618.24,2022,322211,0.49,False,False,4.7129376,Spend-based,Secondary
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,43.42,35430.72,2022,334111,0.112,False,False,3.9682406400000003,Spend-based,Secondary
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,38.57,13229.51,2023,322211,0.49,False,False,6.4824599,Spend-based,Secondary
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,85.35,28080.149999999998,2022,333999,0.26,False,False,7.300839,Spend-based,Secondary
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes,85.8,163878.0,2023,334111,0.112,False,False,18.354336,Spend-based,Secondary
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,104.29,97302.57,2023,333999,0.26,False,False,25.298668200000005,Spend-based,Secondary
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,21.88,36824.04,2023,325199,1.51,False,False,55.6043004,Spend-based,Secondary
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes,98.65,101708.15000000001,2023,333999,0.26,False,False,26.444119000000004,Spend-based,Secondary
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,24.16,47836.8,2022,322211,0.49,False,False,23.440032,Spend-based,Secondary
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,14.2,22492.8,2022,325199,1.51,False,False,33.964127999999995,Spend-based,Secondary
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes,70.91,56798.909999999996,2022,453210,0.163,False,False,9.25822233,Spend-based,Secondary
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes,57.46,11089.78,2022,322211,0.49,False,False,5.4339922000000005,Spend-based,Secondary
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,79.85,52541.299999999996,2022,325199,1.51,False,False,79.337363,Spend-based,Secondary
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,23.36,29760.64,2023,334111,0.112,False,False,3.33319168,Spend-based,Secondary
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,78.82,94347.54,2023,322211,0.49,False,False,46.23029459999999,Spend-based,Secondary
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,28.11,6633.96,2022,334111,0.112,False,False,0.74300352,Spend-based,Secondary
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,22.19,31043.81,2022,325199,1.51,False,False,46.8761531,Spend-based,Secondary
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,22.58,11583.539999999999,2022,334111,0.112,False,False,1.29735648,Spend-based,Secondary
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,76.47,108740.34,2022,333999,0.26,False,False,28.272488399999997,Spend-based,Secondary
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes,73.05,134704.19999999998,2023,453210,0.163,False,False,21.9567846,Spend-based,Secondary
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,54.55,38675.95,2023,334111,0.112,False,False,4.3317064,Spend-based,Secondary
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No,41.78,33967.14,2023,333999,0.26,False,False,8.8314564,Spend-based,Secondary
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,92.9,93271.6,2023,453210,0.163,False,False,15.203270800000002,Spend-based,Secondary
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,40.39,18256.28,2022,325199,1.51,False,False,27.566982799999998,Spend-based,Secondary
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,51.92,82241.28,2023,322211,0.49,False,False,40.2982272,Spend-based,Secondary
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,46.18,56385.78,2022,453210,0.163,False,False,9.19088214,Spend-based,Secondary
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes,36.2,33050.600000000006,2022,322211,0.49,False,False,16.194794,Spend-based,Secondary
